Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
86207,Lexus,ES,2018,165319,Fair,Petrol,Automatic
56380,Mazda,Mazda2,2021,50440,Good,Petrol,Automatic
46890,Toyota,Yaris,2021,93552,Good,Petrol,Automatic
99763,Nissan,Navara,2024,19866,Excellent,Diesel,Manual
60200,Mazda,Mazda2,2022,59688,Good,Petrol,Automatic
81150,Toyota,Yaris,2024,15814,Excellent,Petrol,Automatic
98065,Toyota,Corolla,2023,55370,Very Good,Petrol,CVT
70652,Honda,City,2023,50184,Very Good,Petrol,CVT
103515,Mazda,Mazda3,2022,36699,Very Good,Petrol,Automatic
315550,Lexus,NX,2024,25400,Excellent,Hybrid,Automatic
33731,Nissan,Navara,2018,90321,Fair,Diesel,Automatic
102643,Lexus,ES,2019,146652,Fair,Petrol,Automatic
103034,Nissan,Serena,2023,46518,Good,Petrol,Automatic
32578,Nissan,Almera,2019,130542,Good,Petrol,CVT
66160,Nissan,Serena,2020,109655,Good,Petrol,Automatic
72424,Toyota,Yaris,2023,34962,Excellent,Petrol,Automatic
94882,Mazda,Mazda6,2020,93300,Very Good,Petrol,Automatic
165486,Lexus,IS,2022,72258,Very Good,Hybrid,Automatic
82169,Honda,HR-V,2023,47324,Good,Petrol,Automatic
82212,Honda,BR-V,2023,28364,Excellent,Petrol,Automatic
97539,Nissan,X-Trail,2022,74694,Very Good,Petrol,Automatic
108191,Nissan,Navara,2024,19068,Excellent,Petrol,Manual
97312,Honda,HR-V,2023,27536,Excellent,Petrol,Automatic
66984,Honda,Accord,2018,132580,Good,Petrol,Automatic
56303,Nissan,X-Trail,2020,127795,Fair,Petrol,Automatic
70564,Toyota,Corolla,2021,96296,Very Good,Petrol,Automatic
11819,Nissan,Almera,2014,142571,Poor,Petrol,Automatic
42176,Honda,City,2020,97520,Good,Petrol,Automatic
272964,Lexus,ES,2024,24183,Excellent,Hybrid,Automatic
43912,Toyota,Fortuner,2017,206232,Fair,Petrol,Manual
51830,Honda,Civic,2019,127728,Good,Petrol,CVT
70277,Toyota,Yaris,2023,34382,Excellent,Petrol,Automatic
25428,Toyota,Yaris,2018,194453,Fair,Petrol,Automatic
270822,Lexus,ES,2024,21623,Excellent,Petrol,Automatic
43021,Mazda,Mazda3,2017,189672,Good,Petrol,Automatic
24729,Toyota,Vios,2017,106488,Fair,Petrol,CVT
151900,Lexus,RX,2020,123300,Fair,Hybrid,Automatic
54625,Mazda,CX-5,2019,116592,Fair,Petrol,Automatic
153240,Mazda,Mazda6,2023,37528,Excellent,Petrol,Automatic
55256,Honda,CR-V,2019,137898,Fair,Petrol,Automatic
49133,Toyota,Camry,2016,111942,Fair,Hybrid,Automatic
24803,Mazda,Mazda2,2017,137424,Fair,Petrol,Automatic
29260,Nissan,Almera,2019,94218,Fair,Petrol,Automatic
33302,Mazda,Mazda3,2016,179820,Fair,Petrol,Automatic
22066,Honda,Civic,2014,222431,Fair,Petrol,CVT
72482,Honda,HR-V,2022,83400,Good,Petrol,Automatic
49156,Honda,CR-V,2018,108787,Fair,Petrol,Automatic
23086,Honda,Jazz,2018,193704,Fair,Petrol,Automatic
81057,Mazda,Mazda2,2023,28878,Excellent,Petrol,Automatic
38570,Toyota,Vios,2020,125260,Fair,Petrol,CVT
44921,Nissan,Navara,2019,103068,Good,Diesel,Manual
65370,Nissan,Almera,2023,30656,Excellent,Petrol,CVT
63351,Mazda,Mazda6,2018,137550,Good,Petrol,Automatic
40560,Nissan,X-Trail,2018,193662,Fair,Petrol,Automatic
190541,Lexus,IS,2023,43274,Good,Petrol,Automatic
36999,Toyota,Vios,2020,117980,Fair,Petrol,Automatic
57686,Honda,City,2022,71877,Very Good,Petrol,Automatic
22998,Toyota,Corolla,2016,162738,Poor,Petrol,Automatic
82319,Toyota,Yaris,2024,14588,Excellent,Petrol,Automatic
55237,Lexus,ES,2015,183890,Fair,Petrol,Automatic
28621,Toyota,Vios,2018,102858,Fair,Petrol,Automatic
126020,Honda,Civic,2024,24099,Excellent,Petrol,Automatic
155679,Lexus,IS,2022,43842,Good,Hybrid,Automatic
177542,Lexus,IS,2022,46884,Very Good,Petrol,Automatic
66866,Toyota,Fortuner,2018,114023,Good,Diesel,Manual
89283,Mazda,CX-5,2021,57288,Good,Petrol,Automatic
90230,Lexus,IS,2019,109374,Fair,Hybrid,Automatic
114132,Honda,HR-V,2024,22242,Excellent,Petrol,Automatic
67646,Lexus,RX,2015,129430,Poor,Petrol,Automatic
67150,Nissan,Almera,2023,33950,Excellent,Petrol,CVT
203454,Lexus,RX,2020,75600,Very Good,Hybrid,Automatic
77886,Mazda,Mazda3,2020,70925,Very Good,Petrol,Automatic
35554,Mazda,Mazda6,2016,121176,Poor,Petrol,Automatic
139400,Mazda,Mazda3,2024,21699,Excellent,Petrol,Automatic
100420,Toyota,Corolla,2023,48502,Good,Petrol,Automatic
171788,Mazda,Mazda6,2024,26571,Excellent,Petrol,Automatic
107335,Lexus,ES,2018,110831,Good,Hybrid,Automatic
308037,Lexus,RX,2023,44128,Very Good,Petrol,Automatic
164245,Mazda,Mazda6,2024,17689,Excellent,Petrol,Automatic
41899,Honda,City,2020,99185,Good,Petrol,Automatic
118580,Toyota,Hilux,2024,22025,Excellent,Diesel,Automatic
54578,Nissan,Almera,2022,56667,Very Good,Petrol,Automatic
157959,Honda,CR-V,2024,13550,Excellent,Petrol,Automatic
75906,Nissan,Serena,2021,108652,Good,Petrol,Automatic
37837,Mazda,CX-5,2016,131598,Fair,Petrol,Automatic
78357,Nissan,X-Trail,2021,95280,Good,Petrol,Automatic
54450,Lexus,NX,2015,215560,Poor,Petrol,Automatic
277730,Lexus,NX,2023,24798,Excellent,Petrol,Automatic
112841,Toyota,Hilux,2024,17203,Excellent,Diesel,Automatic
147543,Nissan,X-Trail,2024,27703,Excellent,Petrol,Automatic
184740,Toyota,Camry,2024,22344,Excellent,Hybrid,Automatic
32649,Nissan,Almera,2020,116930,Fair,Petrol,Automatic
134688,Honda,CR-V,2023,35216,Excellent,Petrol,Automatic
19014,Toyota,Yaris,2016,180117,Fair,Petrol,Automatic
125408,Mazda,Mazda3,2023,31314,Excellent,Petrol,Automatic
40395,Nissan,Serena,2017,213928,Good,Petrol,Automatic
54180,Nissan,X-Trail,2019,126654,Fair,Petrol,Automatic
127687,Nissan,Serena,2024,14999,Excellent,Petrol,Automatic
84876,Lexus,NX,2016,110250,Fair,Petrol,Automatic
82269,Honda,CR-V,2021,105824,Good,Petrol,Automatic
64655,Mazda,Mazda3,2020,118835,Good,Petrol,Automatic
69640,Mazda,Mazda6,2020,139615,Fair,Petrol,Automatic
102001,Mazda,CX-5,2022,82959,Very Good,Petrol,Automatic
24572,Honda,Accord,2014,192445,Poor,Petrol,Automatic
117597,Toyota,Corolla,2024,27413,Excellent,Petrol,CVT
61456,Honda,Civic,2021,104828,Fair,Petrol,CVT
37106,Mazda,Mazda2,2020,135075,Fair,Petrol,Automatic
53996,Honda,Civic,2020,111555,Fair,Petrol,Automatic
19337,Nissan,X-Trail,2014,259556,Poor,Petrol,Automatic
100345,Lexus,ES,2018,174643,Good,Hybrid,Automatic
47990,Toyota,Hilux,2019,110106,Good,Petrol,Manual
110119,Lexus,RX,2017,103648,Fair,Petrol,Automatic
22679,Honda,BR-V,2017,195760,Fair,Petrol,Automatic
105351,Honda,CR-V,2022,51714,Very Good,Petrol,Automatic
113038,Toyota,Hilux,2024,19304,Excellent,Diesel,Manual
70296,Mazda,Mazda2,2023,51962,Very Good,Petrol,Automatic
52764,Nissan,Almera,2022,72183,Very Good,Petrol,Automatic
43952,Honda,CR-V,2017,209840,Good,Petrol,Automatic
107997,Mazda,CX-5,2022,81852,Very Good,Petrol,Automatic
72564,Toyota,Vios,2023,52722,Good,Petrol,CVT
32755,Honda,City,2019,112782,Fair,Petrol,Automatic
126965,Mazda,CX-5,2023,32840,Excellent,Petrol,Automatic
111943,Honda,HR-V,2024,13673,Excellent,Petrol,Automatic
123642,Lexus,ES,2020,122185,Fair,Petrol,Automatic
241866,Lexus,RX,2021,57580,Very Good,Hybrid,Automatic
118790,Toyota,Hilux,2024,15562,Excellent,Diesel,Manual
37705,Mazda,Mazda2,2019,141516,Good,Petrol,Automatic
73429,Nissan,Almera,2024,27339,Excellent,Petrol,Automatic
90637,Lexus,IS,2019,119646,Fair,Hybrid,Automatic
112763,Honda,Accord,2022,71394,Good,Petrol,Automatic
69123,Nissan,Navara,2022,59568,Good,Petrol,Manual
309236,Lexus,RX,2023,44072,Very Good,Petrol,Automatic
81448,Honda,CR-V,2020,75565,Good,Petrol,Automatic
137753,Mazda,Mazda3,2024,14021,Excellent,Petrol,Automatic
131864,Mazda,Mazda3,2024,22872,Excellent,Petrol,Automatic
80596,Honda,Jazz,2024,21865,Excellent,Petrol,Automatic
19585,Nissan,Navara,2016,215370,Poor,Diesel,Manual
66415,Toyota,Camry,2018,144886,Good,Hybrid,Automatic
54906,Toyota,Vios,2021,63592,Very Good,Petrol,Automatic
71023,Nissan,X-Trail,2020,131500,Good,Petrol,Automatic
53671,Nissan,Navara,2020,82540,Very Good,Diesel,Manual
82462,Nissan,Serena,2021,96840,Very Good,Petrol,Automatic
179728,Toyota,Camry,2024,25025,Excellent,Petrol,Automatic
34313,Toyota,Hilux,2018,189014,Fair,Diesel,Automatic
39156,Honda,BR-V,2019,113964,Good,Petrol,Automatic
52611,Nissan,Almera,2022,80025,Very Good,Petrol,Automatic
146500,Lexus,ES,2020,72155,Good,Hybrid,Automatic
115019,Toyota,Camry,2021,98488,Very Good,Petrol,Automatic
173482,Toyota,Fortuner,2024,26060,Excellent,Petrol,Manual
46707,Honda,Civic,2018,132153,Good,Petrol,Automatic
49965,Mazda,Mazda2,2021,108032,Good,Petrol,Automatic
29426,Nissan,Almera,2019,89724,Fair,Petrol,CVT
43779,Mazda,Mazda2,2021,102328,Fair,Petrol,Automatic
145027,Toyota,Camry,2023,48150,Good,Hybrid,Automatic
113672,Nissan,X-Trail,2023,50958,Very Good,Petrol,Automatic
55112,Honda,Jazz,2022,81939,Very Good,Petrol,Automatic
42280,Lexus,IS,2015,139910,Poor,Petrol,Automatic
96770,Toyota,Hilux,2023,35390,Excellent,Petrol,Manual
32063,Nissan,Almera,2019,92664,Good,Petrol,CVT
117699,Nissan,Serena,2023,31710,Excellent,Petrol,Automatic
46632,Mazda,Mazda2,2020,91415,Good,Petrol,Automatic
46971,Mazda,Mazda3,2019,154626,Fair,Petrol,Automatic
20878,Nissan,Navara,2015,168000,Fair,Diesel,Automatic
89568,Nissan,X-Trail,2021,89464,Very Good,Petrol,Automatic
57444,Toyota,Yaris,2022,64584,Very Good,Petrol,Automatic
51190,Honda,BR-V,2021,92388,Good,Petrol,Automatic
131779,Nissan,Serena,2024,18968,Excellent,Petrol,Automatic
91159,Mazda,CX-5,2021,55748,Good,Petrol,Automatic
32678,Mazda,Mazda2,2019,120876,Fair,Petrol,Automatic
82850,Honda,City,2024,21509,Excellent,Petrol,Automatic
70791,Mazda,Mazda3,2020,99100,Good,Petrol,Automatic
131660,Toyota,Camry,2022,58026,Very Good,Petrol,Automatic
237746,Lexus,ES,2023,31856,Excellent,Petrol,Automatic
60527,Mazda,Mazda2,2022,47451,Good,Petrol,Automatic
20094,Toyota,Vios,2016,219771,Fair,Petrol,Automatic
135974,Lexus,IS,2020,63045,Very Good,Hybrid,Automatic
45933,Honda,CR-V,2017,200904,Good,Petrol,Automatic
105053,Nissan,Navara,2024,27717,Excellent,Diesel,Manual
110182,Nissan,X-Trail,2023,49062,Good,Petrol,Automatic
18949,Mazda,Mazda2,2016,237915,Fair,Petrol,Automatic
63129,Mazda,Mazda2,2022,40020,Very Good,Petrol,Automatic
192073,Toyota,Camry,2024,21441,Excellent,Petrol,Automatic
136222,Honda,Accord,2023,48088,Very Good,Petrol,Automatic
14754,Toyota,Yaris,2015,269000,Fair,Petrol,Automatic
132017,Toyota,Camry,2022,53664,Very Good,Hybrid,Automatic
33738,Honda,HR-V,2018,160552,Fair,Petrol,Automatic
39634,Toyota,Corolla,2018,136199,Fair,Petrol,CVT
172782,Honda,Accord,2024,19415,Excellent,Petrol,Automatic
138928,Lexus,NX,2020,115855,Fair,Hybrid,Automatic
63601,Toyota,Hilux,2021,91592,Good,Diesel,Automatic
19007,Nissan,Navara,2015,136370,Poor,Diesel,Manual
21223,Honda,City,2017,213504,Fair,Petrol,CVT
254820,Lexus,ES,2023,39914,Excellent,Hybrid,Automatic
51910,Honda,Accord,2018,149023,Fair,Petrol,Automatic
56902,Mazda,CX-5,2018,133665,Good,Petrol,Automatic
48159,Nissan,Almera,2021,89084,Very Good,Petrol,Automatic
35995,Toyota,Vios,2018,114107,Good,Petrol,CVT
93163,Mazda,Mazda2,2024,15323,Excellent,Petrol,Automatic
37584,Mazda,Mazda2,2019,160296,Good,Petrol,Automatic
172704,Mazda,Mazda6,2024,25005,Excellent,Petrol,Automatic
77038,Honda,Civic,2021,98004,Very Good,Petrol,Automatic
75062,Nissan,X-Trail,2020,69115,Good,Petrol,Automatic
52278,Nissan,Almera,2022,62229,Good,Petrol,Automatic
297311,Lexus,ES,2024,15391,Excellent,Petrol,Automatic
74591,Nissan,Almera,2024,22915,Excellent,Petrol,Automatic
46697,Toyota,Yaris,2020,74510,Very Good,Petrol,Automatic
120266,Toyota,Corolla,2024,23798,Excellent,Petrol,Automatic
74712,Honda,HR-V,2022,65733,Very Good,Petrol,Automatic
113956,Nissan,X-Trail,2023,43374,Good,Petrol,Automatic
147501,Toyota,Fortuner,2023,45222,Very Good,Petrol,Manual
75849,Nissan,Almera,2024,13343,Excellent,Petrol,CVT
112420,Nissan,Serena,2023,30736,Excellent,Petrol,Automatic
56119,Lexus,NX,2015,153490,Poor,Petrol,Automatic
73143,Nissan,Navara,2022,42981,Good,Diesel,Automatic
26296,Honda,CR-V,2015,180250,Poor,Petrol,Automatic
57437,Toyota,Vios,2021,70372,Very Good,Petrol,CVT
60254,Mazda,Mazda3,2020,116130,Fair,Petrol,Automatic
75419,Toyota,Corolla,2021,84800,Very Good,Petrol,CVT
195735,Lexus,NX,2021,77700,Good,Petrol,Automatic
19603,Toyota,Corolla,2014,246180,Fair,Petrol,Automatic
91645,Honda,HR-V,2023,32302,Excellent,Petrol,Automatic
117195,Lexus,RX,2017,212480,Good,Hybrid,Automatic
53168,Nissan,Serena,2019,77568,Fair,Petrol,Automatic
63547,Nissan,Navara,2021,65260,Good,Petrol,Manual
97550,Mazda,Mazda3,2022,45177,Good,Petrol,Automatic
194285,Lexus,IS,2023,41374,Very Good,Hybrid,Automatic
192242,Lexus,RX,2020,88690,Good,Hybrid,Automatic
77775,Nissan,Navara,2022,42045,Very Good,Petrol,Manual
50567,Nissan,Almera,2022,66957,Good,Petrol,Automatic
71480,Toyota,Hilux,2022,81117,Good,Diesel,Automatic
37584,Nissan,Almera,2020,68830,Good,Petrol,Automatic
276418,Lexus,ES,2024,24252,Excellent,Hybrid,Automatic
95622,Toyota,Hilux,2023,45788,Very Good,Petrol,Automatic
163541,Toyota,Camry,2023,28722,Excellent,Hybrid,Automatic
50547,Toyota,Corolla,2020,124420,Fair,Petrol,CVT
226304,Lexus,ES,2023,45086,Good,Petrol,Automatic
73632,Nissan,Serena,2020,90420,Very Good,Petrol,Automatic
82732,Honda,City,2024,25646,Excellent,Petrol,Automatic
40616,Honda,Jazz,2020,77280,Good,Petrol,CVT
25942,Honda,Jazz,2017,174096,Good,Petrol,CVT
55887,Honda,CR-V,2018,182525,Good,Petrol,Automatic
13411,Honda,BR-V,2014,192709,Poor,Petrol,Automatic
40514,Honda,HR-V,2018,126280,Good,Petrol,Automatic
169683,Mazda,Mazda6,2024,14235,Excellent,Petrol,Automatic
134638,Lexus,RX,2018,148057,Good,Petrol,Automatic
85384,Lexus,ES,2018,150360,Fair,Petrol,Automatic
44456,Toyota,Camry,2016,187632,Fair,Hybrid,Automatic
101290,Honda,Accord,2021,82364,Very Good,Hybrid,Automatic
54205,Nissan,Serena,2019,131778,Good,Petrol,Automatic
298254,Lexus,RX,2023,51734,Good,Hybrid,Automatic
42276,Honda,Accord,2017,207232,Fair,Petrol,Automatic
75812,Nissan,Almera,2024,26707,Excellent,Petrol,Automatic
101741,Nissan,Navara,2024,26776,Excellent,Petrol,Manual
87488,Lexus,ES,2018,193858,Fair,Petrol,Automatic
33431,Mazda,Mazda3,2016,113805,Fair,Petrol,Automatic
100657,Nissan,X-Trail,2022,62832,Very Good,Petrol,Automatic
203630,Lexus,IS,2023,34936,Excellent,Hybrid,Automatic
12002,Mazda,Mazda2,2014,264935,Poor,Petrol,Automatic
69645,Toyota,Hilux,2021,76104,Very Good,Diesel,Automatic
329999,Lexus,NX,2024,16442,Excellent,Hybrid,Automatic
163291,Lexus,RX,2019,142980,Good,Petrol,Automatic
92312,Toyota,Vios,2024,17341,Excellent,Petrol,CVT
274610,Lexus,NX,2023,33420,Excellent,Hybrid,Automatic
53703,Toyota,Vios,2021,89392,Very Good,Petrol,Automatic
136860,Mazda,Mazda3,2024,14641,Excellent,Petrol,Automatic
84195,Toyota,Hilux,2022,40647,Very Good,Petrol,Manual
117987,Lexus,IS,2020,96560,Good,Hybrid,Automatic
92430,Mazda,CX-5,2021,59612,Very Good,Petrol,Automatic
22359,Honda,Jazz,2017,144520,Fair,Petrol,Automatic
61170,Toyota,Yaris,2023,55180,Good,Petrol,Automatic
25960,Nissan,Almera,2017,98088,Good,Petrol,Automatic
45928,Lexus,ES,2014,236181,Fair,Hybrid,Automatic
48231,Honda,City,2020,77495,Very Good,Petrol,Automatic
38842,Honda,HR-V,2018,174335,Good,Petrol,Automatic
56084,Mazda,CX-5,2019,120822,Fair,Petrol,Automatic
73706,Nissan,Almera,2024,23163,Excellent,Petrol,Automatic
60554,Mazda,CX-5,2019,166530,Good,Petrol,Automatic
191952,Toyota,Camry,2024,16595,Excellent,Hybrid,Automatic
61494,Honda,BR-V,2022,61089,Very Good,Petrol,Automatic
61696,Honda,Civic,2021,100952,Fair,Petrol,CVT
33189,Mazda,Mazda2,2019,137748,Fair,Petrol,Automatic
56178,Nissan,Serena,2020,114100,Fair,Petrol,Automatic
171908,Lexus,IS,2022,68301,Very Good,Petrol,Automatic
96801,Mazda,CX-5,2021,81304,Very Good,Petrol,Automatic
137638,Mazda,Mazda3,2024,14171,Excellent,Petrol,Automatic
366996,Lexus,RX,2024,15394,Excellent,Petrol,Automatic
41662,Honda,City,2020,86980,Good,Petrol,Automatic
24463,Nissan,Serena,2014,152130,Fair,Petrol,Automatic
82903,Lexus,NX,2017,210368,Fair,Petrol,Automatic
112439,Mazda,CX-5,2022,40302,Very Good,Petrol,Automatic
85864,Nissan,X-Trail,2021,98060,Very Good,Petrol,Automatic
145123,Nissan,X-Trail,2024,16859,Excellent,Petrol,Automatic
42746,Toyota,Fortuner,2016,131625,Fair,Diesel,Manual
34163,Honda,HR-V,2017,155448,Good,Petrol,Automatic
96247,Honda,CR-V,2021,48796,Very Good,Petrol,Automatic
16926,Honda,City,2016,144873,Poor,Petrol,Automatic
70192,Toyota,Yaris,2023,43788,Very Good,Petrol,Automatic
40022,Honda,HR-V,2018,109305,Good,Petrol,Automatic
176216,Mazda,Mazda6,2024,14760,Excellent,Petrol,Automatic
171457,Lexus,NX,2020,74585,Very Good,Hybrid,Automatic
45081,Nissan,Navara,2019,78594,Good,Diesel,Automatic
53989,Honda,Jazz,2022,61215,Good,Petrol,CVT
37473,Honda,City,2019,108450,Good,Petrol,Automatic
46881,Mazda,CX-5,2017,143296,Good,Petrol,Automatic
77255,Honda,Accord,2019,107478,Good,Hybrid,Automatic
58149,Toyota,Yaris,2022,49137,Good,Petrol,Automatic
81309,Toyota,Yaris,2024,20298,Excellent,Petrol,Automatic
324279,Lexus,NX,2024,20356,Excellent,Hybrid,Automatic
111427,Nissan,Serena,2023,31596,Excellent,Petrol,Automatic
51931,Honda,Accord,2018,161441,Fair,Hybrid,Automatic
159934,Toyota,Camry,2023,31104,Excellent,Petrol,Automatic
176273,Lexus,ES,2021,72888,Very Good,Petrol,Automatic
59547,Nissan,Navara,2021,88616,Good,Petrol,Automatic
180128,Lexus,NX,2020,78435,Very Good,Hybrid,Automatic
70811,Lexus,IS,2017,219128,Good,Petrol,Automatic
166627,Lexus,IS,2022,61617,Good,Petrol,Automatic
102726,Mazda,CX-5,2022,72033,Good,Petrol,Automatic
45347,Toyota,Fortuner,2016,152487,Fair,Diesel,Automatic
19970,Nissan,Almera,2017,169744,Fair,Petrol,Automatic
33389,Toyota,Vios,2019,106092,Fair,Petrol,Automatic
316525,Lexus,RX,2023,49720,Very Good,Petrol,Automatic
333451,Lexus,NX,2024,20417,Excellent,Hybrid,Automatic
42142,Nissan,Almera,2020,90350,Very Good,Petrol,CVT
80265,Honda,Jazz,2024,16434,Excellent,Petrol,CVT
92872,Nissan,Navara,2023,25678,Excellent,Diesel,Automatic
130080,Nissan,Serena,2024,16672,Excellent,Petrol,Automatic
56741,Nissan,Serena,2020,127795,Fair,Petrol,Automatic
61223,Toyota,Corolla,2020,98500,Good,Petrol,CVT
174932,Lexus,ES,2021,81284,Very Good,Hybrid,Automatic
120166,Honda,Civic,2024,16986,Excellent,Petrol,CVT
170647,Lexus,ES,2021,52256,Very Good,Hybrid,Automatic
124608,Mazda,Mazda3,2023,24576,Excellent,Petrol,Automatic
82997,Honda,HR-V,2023,54436,Good,Petrol,Automatic
56102,Nissan,Almera,2023,49340,Good,Petrol,CVT
126289,Nissan,X-Trail,2023,36566,Excellent,Petrol,Automatic
69283,Mazda,Mazda3,2020,119175,Good,Petrol,Automatic
26075,Nissan,Almera,2019,162840,Fair,Petrol,Automatic
47468,Toyota,Hilux,2019,108132,Good,Diesel,Manual
75665,Nissan,Navara,2022,64512,Very Good,Diesel,Automatic
86465,Honda,City,2024,26324,Excellent,Petrol,Automatic
78805,Lexus,IS,2018,87199,Fair,Petrol,Automatic
78470,Lexus,ES,2017,145104,Fair,Hybrid,Automatic
59272,Nissan,Almera,2023,44460,Very Good,Petrol,CVT
118317,Lexus,NX,2018,178409,Good,Hybrid,Automatic
15142,Toyota,Yaris,2014,213059,Fair,Petrol,Automatic
389129,Lexus,RX,2024,15354,Excellent,Hybrid,Automatic
72365,Mazda,CX-5,2021,110816,Fair,Petrol,Automatic
101829,Honda,Accord,2021,83244,Very Good,Hybrid,Automatic
125896,Toyota,Corolla,2024,17567,Excellent,Petrol,CVT
52644,Toyota,Vios,2021,85148,Very Good,Petrol,CVT
211873,Lexus,ES,2022,45867,Very Good,Hybrid,Automatic
29027,Toyota,Vios,2018,133931,Fair,Petrol,CVT
68018,Toyota,Corolla,2020,94715,Very Good,Petrol,Automatic
269918,Lexus,RX,2022,58290,Very Good,Hybrid,Automatic
39499,Toyota,Corolla,2018,115605,Fair,Petrol,Automatic
107107,Nissan,Navara,2024,16169,Excellent,Diesel,Automatic
154569,Mazda,CX-5,2024,23741,Excellent,Petrol,Automatic
313909,Lexus,NX,2024,27002,Excellent,Petrol,Automatic
169596,Toyota,Camry,2023,38410,Excellent,Petrol,Automatic
87681,Honda,CR-V,2021,90924,Good,Petrol,Automatic
364087,Lexus,RX,2024,20632,Excellent,Petrol,Automatic
237943,Lexus,ES,2023,55980,Very Good,Hybrid,Automatic
83306,Honda,Civic,2022,69576,Good,Petrol,CVT
62014,Honda,Civic,2021,108296,Fair,Petrol,Automatic
140635,Mazda,Mazda3,2024,26602,Excellent,Petrol,Automatic
72063,Toyota,Yaris,2023,39442,Excellent,Petrol,Automatic
60516,Nissan,X-Trail,2020,117485,Fair,Petrol,Automatic
176278,Toyota,Fortuner,2024,14007,Excellent,Diesel,Automatic
86188,Nissan,Navara,2023,37314,Excellent,Petrol,Manual
43367,Mazda,CX-5,2017,123296,Fair,Petrol,Automatic
34320,Nissan,Almera,2019,82080,Good,Petrol,Automatic
48403,Nissan,Serena,2019,82386,Fair,Petrol,Automatic
29826,Mazda,CX-5,2015,175020,Fair,Petrol,Automatic
102650,Nissan,Navara,2024,15140,Excellent,Diesel,Automatic
81624,Toyota,Yaris,2024,19690,Excellent,Petrol,Automatic
25010,Nissan,Almera,2018,133672,Fair,Petrol,CVT
233917,Lexus,ES,2023,39690,Excellent,Petrol,Automatic
112315,Mazda,Mazda6,2022,37512,Good,Petrol,Automatic
86565,Toyota,Yaris,2024,16606,Excellent,Petrol,Automatic
76173,Nissan,Serena,2021,71604,Good,Petrol,Automatic
84001,Honda,CR-V,2021,105768,Good,Petrol,Automatic
86906,Honda,BR-V,2024,23753,Excellent,Petrol,Automatic
62755,Nissan,Navara,2021,92168,Good,Diesel,Automatic
80986,Toyota,Camry,2019,143172,Good,Petrol,Automatic
60804,Mazda,CX-5,2019,147246,Good,Petrol,Automatic
67419,Toyota,Hilux,2021,84472,Very Good,Petrol,Manual
84161,Toyota,Hilux,2022,56778,Very Good,Petrol,Manual
42642,Toyota,Corolla,2018,164199,Good,Petrol,CVT
161996,Lexus,NX,2020,109475,Good,Hybrid,Automatic
85906,Honda,Accord,2020,98825,Good,Hybrid,Automatic
87492,Toyota,Corolla,2022,43422,Good,Petrol,CVT
162395,Toyota,Camry,2023,35864,Excellent,Petrol,Automatic
169036,Honda,Accord,2024,20655,Excellent,Petrol,Automatic
105365,Honda,Civic,2023,33502,Excellent,Petrol,CVT
163613,Toyota,Camry,2023,29190,Excellent,Hybrid,Automatic
103543,Toyota,Fortuner,2021,96620,Good,Diesel,Manual
105783,Lexus,ES,2018,122052,Good,Hybrid,Automatic
30678,Mazda,Mazda2,2018,102200,Fair,Petrol,Automatic
56701,Honda,CR-V,2019,143898,Fair,Petrol,Automatic
56075,Honda,CR-V,2018,143563,Good,Petrol,Automatic
112475,Honda,Accord,2022,57054,Good,Petrol,Automatic
102128,Mazda,Mazda3,2023,45524,Good,Petrol,Automatic
109144,Mazda,CX-5,2022,63222,Very Good,Petrol,Automatic
130267,Toyota,Camry,2022,46533,Very Good,Hybrid,Automatic
81216,Toyota,Hilux,2022,61623,Very Good,Diesel,Manual
105088,Toyota,Corolla,2023,41088,Very Good,Petrol,Automatic
37769,Nissan,X-Trail,2017,171016,Fair,Petrol,Automatic
130346,Lexus,NX,2019,92148,Fair,Hybrid,Automatic
49113,Honda,City,2021,75700,Good,Petrol,Automatic
20676,Nissan,Almera,2017,184696,Fair,Petrol,Automatic
133365,Toyota,Fortuner,2023,51806,Good,Petrol,Automatic
58397,Nissan,Almera,2023,47434,Good,Petrol,Automatic
29970,Toyota,Camry,2014,165880,Poor,Hybrid,Automatic
70185,Mazda,Mazda6,2019,155178,Good,Petrol,Automatic
123913,Mazda,Mazda6,2022,76395,Very Good,Petrol,Automatic
62247,Nissan,X-Trail,2020,116265,Fair,Petrol,Automatic
93084,Nissan,Serena,2022,44517,Good,Petrol,Automatic
35307,Nissan,Almera,2021,100308,Fair,Petrol,Automatic
102226,Nissan,X-Trail,2022,44016,Good,Petrol,Automatic
103853,Mazda,CX-5,2022,50502,Very Good,Petrol,Automatic
67389,Toyota,Yaris,2023,43182,Good,Petrol,Automatic
123902,Toyota,Corolla,2024,20732,Excellent,Petrol,Automatic
32826,Toyota,Vios,2019,130074,Fair,Petrol,Automatic
79543,Mazda,Mazda2,2023,34814,Excellent,Petrol,Automatic
185814,Lexus,NX,2020,63020,Very Good,Hybrid,Automatic
74184,Mazda,CX-5,2020,101525,Good,Petrol,Automatic
29047,Nissan,X-Trail,2016,166410,Poor,Petrol,Automatic
167591,Lexus,IS,2022,52227,Very Good,Petrol,Automatic
84358,Nissan,Navara,2023,48068,Good,Diesel,Automatic
364577,Lexus,RX,2024,24841,Excellent,Petrol,Automatic
